Lake,Year,Departure/Arrival,Date
Sogård,2011/2012,Departure,18/01/2012
Sogård,2011/2012,Departure,18/01/2012
Sogård,2011/2012,Departure,18/01/2012
Sogård,2011/2012,Departure,18/01/2012
Sogård,2011/2012,Departure,18/01/2012
Sogård,2011/2012,Departure,14/01/2012
Sogård,2011/2012,Departure,18/01/2012
Sogård,2011/2012,Departure,14/01/2012
Sogård,2011/2012,Departure,25/10/2011
Sogård,2011/2012,Departure,29/09/2011
Sogård,2011/2012,Departure,12/08/2011
Sogård,2011/2012,Departure,12/08/2011
Sogård,2011/2012,Departure,23/08/2011
Sogård,2011/2012,Departure,13/08/2011
Sogård,2011/2012,Departure,13/08/2011
Sogård,2011/2012,Departure,12/08/2011
Sogård,2011/2012,Departure,13/08/2011
Sogård,2011/2012,Departure,12/08/2011
Sogård,2011/2012,Departure,12/08/2011
Sogård,2011/2012,Departure,12/08/2011
Sogård,2011/2012,Departure,12/08/2011
Sogård,2011/2012,Departure,12/08/2011
Sogård,2011/2012,Departure,12/08/2011
Sogård,2011/2012,Departure,12/08/2011
Sogård,2011/2012,Departure,23/02/2012
Sogård,2011/2012,Departure,18/01/2012
Sogård,2011/2012,Departure,18/01/2012
Sogård,2011/2012,Departure,4/12/2011
Sogård,2011/2012,Departure,23/02/2012
Sogård,2011/2012,Departure,19/01/2012
Sogård,2011/2012,Departure,23/02/2012
Sogård,2011/2012,Departure,18/01/2012
Sogård,2011/2012,Departure,18/01/2012
Sogård,2011/2012,Departure,18/01/2012
Sogård,2011/2012,Departure,23/02/2012
Sogård,2011/2012,Departure,18/01/2012
Sogård,2011/2012,Departure,19/01/2012
Sogård,2011/2012,Departure,18/01/2012
Sogård,2011/2012,Departure,18/01/2012
Sogård,2011/2012,Departure,18/01/2012
Sogård,2011/2012,Departure,18/01/2012
Sogård,2011/2012,Departure,19/01/2012
Sogård,2011/2012,Departure,18/01/2012
Sogård,2011/2012,Departure,19/01/2012
Sogård,2011/2012,Departure,14/01/2012
Sogård,2011/2012,Departure,18/01/2012
Sogård,2011/2012,Departure,18/01/2012
Sogård,2011/2012,Departure,12/08/2011
Sogård,2011/2012,Departure,23/09/2011
Sogård,2011/2012,Departure,15/08/2011
Sogård,2011/2012,Departure,12/08/2011
Sogård,2011/2012,Departure,12/08/2011
Sogård,2011/2012,Departure,12/08/2011
Sogård,2011/2012,Departure,12/08/2011
Sogård,2011/2012,Departure,14/08/2011
Sogård,2011/2012,Departure,18/08/2011
Sogård,2011/2012,Departure,13/08/2011
Sogård,2011/2012,Departure,11/08/2011
Sogård,2011/2012,Departure,13/08/2011
Sogård,2011/2012,Departure,18/01/2012
Sogård,2011/2012,Departure,10/08/2011
Sogård,2011/2012,Departure,18/01/2012
Sogård,2011/2012,Departure,18/01/2012
Sogård,2011/2012,Departure,18/01/2012
Sogård,2011/2012,Departure,18/01/2012
Sogård,2011/2012,Departure,19/01/2012
Sogård,2011/2012,Departure,18/01/2012
Sogård,2011/2012,Departure,18/01/2012
Sogård,2011/2012,Departure,18/01/2012
Sogård,2011/2012,Departure,18/01/2012
Sogård,2011/2012,Departure,18/01/2012
Sogård,2011/2012,Departure,18/01/2012
Sogård,2011/2012,Departure,26/10/2011
Sogård,2011/2012,Departure,13/08/2011
Sogård,2011/2012,Departure,16/08/2011
Sogård,2011/2012,Departure,12/08/2011
Sogård,2011/2012,Departure,9/08/2011
Sogård,2011/2012,Departure,13/08/2011
Sogård,2012/2013,Departure,6/08/2012
Sogård,2012/2013,Departure,5/08/2012
Sogård,2012/2013,Departure,29/10/2012
Sogård,2012/2013,Departure,3/08/2012
Sogård,2012/2013,Departure,23/09/2012
Sogård,2012/2013,Departure,11/08/2012
Sogård,2012/2013,Departure,7/08/2012
Sogård,2012/2013,Departure,7/08/2012
Sogård,2012/2013,Departure,29/10/2012
Sogård,2012/2013,Departure,30/10/2012
Sogård,2012/2013,Departure,3/11/2012
Sogård,2012/2013,Departure,29/10/2012
Sogård,2012/2013,Departure,7/08/2012
Sogård,2012/2013,Departure,29/10/2012
Sogård,2012/2013,Departure,29/10/2012
Sogård,2012/2013,Departure,29/10/2012
Sogård,2012/2013,Departure,7/08/2012
Sogård,2012/2013,Departure,6/08/2012
Sogård,2012/2013,Departure,7/08/2012
Sogård,2012/2013,Departure,29/10/2012
Sogård,2012/2013,Departure,27/12/2012
Sogård,2012/2013,Departure,9/08/2012
Sogård,2012/2013,Departure,22/10/2012
Sogård,2012/2013,Departure,6/08/2012
Sogård,2012/2013,Departure,29/10/2012
Sogård,2012/2013,Departure,29/10/2012
Sogård,2012/2013,Departure,29/10/2012
Sogård,2012/2013,Departure,29/10/2012
Sogård,2012/2013,Departure,7/08/2012
Sogård,2012/2013,Departure,7/08/2012
Sogård,2012/2013,Departure,6/08/2012
Sogård,2012/2013,Departure,25/10/2012
Sogård,2012/2013,Departure,7/08/2012
Sogård,2012/2013,Departure,7/08/2012
Sogård,2012/2013,Departure,6/08/2012
Sogård,2012/2013,Departure,6/08/2012
Sogård,2012/2013,Departure,5/08/2012
Sogård,2012/2013,Departure,7/08/2012
Sogård,2012/2013,Departure,7/08/2012
Sogård,2005/2006,Arrival,3/05/2006
Sogård,2005/2006,Arrival,28/04/2006
Sogård,2005/2006,Arrival,25/04/2006
Sogård,2005/2006,Arrival,26/04/2006
Sogård,2005/2006,Arrival,26/04/2006
Sogård,2005/2006,Arrival,11/05/2006
Sogård,2005/2006,Arrival,3/05/2006
Sogård,2005/2006,Arrival,26/04/2006
Sogård,2005/2006,Arrival,27/04/2006
Sogård,2005/2006,Arrival,24/04/2006
Sogård,2005/2006,Arrival,2/05/2006
Sogård,2005/2006,Arrival,25/04/2006
Sogård,2005/2006,Arrival,25/04/2006
Sogård,2005/2006,Arrival,26/04/2006
Sogård,2005/2006,Arrival,26/04/2006
Sogård,2005/2006,Arrival,26/04/2006
Sogård,2005/2006,Arrival,26/04/2006
Sogård,2005/2006,Arrival,27/04/2006
Sogård,2005/2006,Arrival,27/04/2006
Sogård,2005/2006,Arrival,27/04/2006
Sogård,2005/2006,Arrival,27/04/2006
Sogård,2005/2006,Arrival,27/04/2006
Sogård,2005/2006,Arrival,26/04/2006
Sogård,2005/2006,Arrival,27/04/2006
Sogård,2005/2006,Arrival,28/04/2006
Sogård,2005/2006,Arrival,28/04/2006
Sogård,2005/2006,Arrival,28/04/2006
Sogård,2005/2006,Arrival,28/04/2006
Sogård,2005/2006,Arrival,29/04/2006
Sogård,2005/2006,Arrival,5/05/2006
Sogård,2005/2006,Arrival,30/04/2006
Sogård,2005/2006,Arrival,4/05/2006
Sogård,2005/2006,Arrival,3/05/2006
Sogård,2005/2006,Arrival,4/05/2006
Sogård,2005/2006,Arrival,3/05/2006
Sogård,2005/2006,Arrival,4/05/2006
Sogård,2005/2006,Arrival,5/05/2006
Sogård,2005/2006,Arrival,4/05/2006
Sogård,2005/2006,Arrival,4/05/2006
Sogård,2005/2006,Arrival,6/05/2006
Sogård,2005/2006,Arrival,6/05/2006
Sogård,2005/2006,Arrival,5/05/2006
Sogård,2005/2006,Arrival,6/05/2006
Sogård,2005/2006,Arrival,1/05/2006
Sogård,2005/2006,Arrival,8/05/2006
Sogård,2005/2006,Arrival,8/05/2006
Sogård,2005/2006,Arrival,8/05/2006
Sogård,2005/2006,Arrival,25/04/2006
Sogård,2005/2006,Arrival,8/05/2006
Sogård,2005/2006,Arrival,9/05/2006
Sogård,2005/2006,Arrival,26/04/2006
Sogård,2005/2006,Arrival,26/04/2006
Sogård,2005/2006,Arrival,10/05/2006
Sogård,2005/2006,Arrival,10/05/2006
Sogård,2005/2006,Arrival,10/05/2006
Sogård,2005/2006,Arrival,30/04/2006
Sogård,2005/2006,Arrival,7/05/2006
Sogård,2005/2006,Arrival,2/05/2006
Sogård,2005/2006,Arrival,6/05/2006
Sogård,2005/2006,Arrival,21/05/2006
Sogård,2005/2006,Arrival,21/05/2006
Sogård,2005/2006,Arrival,9/05/2006
Sogård,2006/2007,Arrival,11/04/2007
Sogård,2006/2007,Arrival,14/04/2007
Sogård,2006/2007,Arrival,14/04/2007
Sogård,2006/2007,Arrival,22/04/2007
Sogård,2006/2007,Arrival,6/04/2007
Sogård,2006/2007,Arrival,12/04/2007
Sogård,2006/2007,Arrival,16/04/2007
Sogård,2006/2007,Arrival,11/04/2007
Sogård,2006/2007,Arrival,13/04/2007
Sogård,2006/2007,Arrival,12/04/2007
Sogård,2006/2007,Arrival,12/04/2007
Sogård,2006/2007,Arrival,15/04/2007
Sogård,2006/2007,Arrival,14/04/2007
Sogård,2006/2007,Arrival,14/04/2007
Sogård,2006/2007,Arrival,12/04/2007
Sogård,2006/2007,Arrival,12/04/2007
Sogård,2006/2007,Arrival,1/05/2007
Sogård,2006/2007,Arrival,12/04/2007
Sogård,2006/2007,Arrival,12/04/2007
Sogård,2006/2007,Arrival,12/04/2007
Sogård,2006/2007,Arrival,11/04/2007
Sogård,2006/2007,Arrival,11/04/2007
Sogård,2006/2007,Arrival,12/04/2007
Sogård,2006/2007,Arrival,12/04/2007
Sogård,2006/2007,Arrival,22/04/2007
Sogård,2006/2007,Arrival,12/04/2007
Sogård,2006/2007,Arrival,22/04/2007
Sogård,2006/2007,Arrival,23/04/2007
Sogård,2006/2007,Arrival,12/04/2007
Sogård,2006/2007,Arrival,3/05/2007
Sogård,2007/2008,Arrival,10/02/2008
Sogård,2007/2008,Arrival,23/04/2008
Sogård,2007/2008,Arrival,23/04/2008
Sogård,2007/2008,Arrival,23/04/2008
Sogård,2007/2008,Arrival,24/04/2008
Sogård,2007/2008,Arrival,25/04/2008
Sogård,2007/2008,Arrival,28/04/2008
Sogård,2007/2008,Arrival,24/04/2008
Sogård,2007/2008,Arrival,28/04/2008
Sogård,2007/2008,Arrival,27/04/2008
Sogård,2007/2008,Arrival,28/04/2008
Sogård,2007/2008,Arrival,28/04/2008
Sogård,2007/2008,Arrival,27/04/2008
Sogård,2007/2008,Arrival,28/04/2008
Sogård,2007/2008,Arrival,23/04/2008
Sogård,2007/2008,Arrival,27/04/2008
Sogård,2007/2008,Arrival,24/04/2008
Sogård,2007/2008,Arrival,27/04/2008
Sogård,2007/2008,Arrival,3/05/2008
Sogård,2007/2008,Arrival,28/04/2008
Sogård,2007/2008,Arrival,25/04/2008
Sogård,2007/2008,Arrival,2/05/2008
Sogård,2007/2008,Arrival,26/04/2008
Sogård,2007/2008,Arrival,26/04/2008
Sogård,2007/2008,Arrival,26/04/2008
Sogård,2007/2008,Arrival,26/04/2008
Sogård,2007/2008,Arrival,27/04/2008
Sogård,2007/2008,Arrival,27/04/2008
Sogård,2007/2008,Arrival,28/04/2008
Sogård,2007/2008,Arrival,28/04/2008
Sogård,2007/2008,Arrival,27/04/2008
Sogård,2007/2008,Arrival,28/04/2008
Sogård,2007/2008,Arrival,27/04/2008
Sogård,2007/2008,Arrival,27/04/2008
Sogård,2007/2008,Arrival,28/04/2008
Sogård,2007/2008,Arrival,27/04/2008
Sogård,2007/2008,Arrival,30/04/2008
Sogård,2007/2008,Arrival,30/04/2008
Sogård,2007/2008,Arrival,2/05/2008
Sogård,2007/2008,Arrival,2/05/2008
Sogård,2007/2008,Arrival,10/05/2008
Sogård,2007/2008,Arrival,4/05/2008
Sogård,2007/2008,Arrival,5/05/2008
Sogård,2007/2008,Arrival,25/05/2008
Sogård,2007/2008,Arrival,28/04/2008
Sogård,2008/2009,Arrival,14/04/2009
Sogård,2008/2009,Arrival,10/03/2009
Sogård,2008/2009,Arrival,11/04/2009
Sogård,2008/2009,Arrival,12/04/2009
Sogård,2008/2009,Arrival,12/04/2009
Sogård,2008/2009,Arrival,13/04/2009
Sogård,2008/2009,Arrival,13/04/2009
Sogård,2008/2009,Arrival,13/04/2009
Sogård,2008/2009,Arrival,13/04/2009
Sogård,2008/2009,Arrival,13/04/2009
Sogård,2008/2009,Arrival,15/04/2009
Sogård,2008/2009,Arrival,17/04/2009
Sogård,2008/2009,Arrival,19/04/2009
Sogård,2008/2009,Arrival,20/04/2009
Sogård,2008/2009,Arrival,17/04/2009
Sogård,2008/2009,Arrival,18/04/2009
Sogård,2008/2009,Arrival,19/04/2009
Sogård,2008/2009,Arrival,20/04/2009
Sogård,2008/2009,Arrival,20/04/2009
Sogård,2008/2009,Arrival,13/04/2009
Sogård,2008/2009,Arrival,17/04/2009
Sogård,2008/2009,Arrival,18/04/2009
Sogård,2008/2009,Arrival,25/04/2009
Sogård,2009/2010,Arrival,23/04/2010
Sogård,2009/2010,Arrival,15/04/2010
Sogård,2009/2010,Arrival,18/04/2010
Sogård,2009/2010,Arrival,23/04/2010
Sogård,2009/2010,Arrival,23/04/2010
Sogård,2009/2010,Arrival,24/04/2010
Sogård,2009/2010,Arrival,23/04/2010
Sogård,2009/2010,Arrival,27/04/2010
Sogård,2009/2010,Arrival,26/04/2010
Sogård,2009/2010,Arrival,25/04/2010
Sogård,2009/2010,Arrival,28/04/2010
Sogård,2009/2010,Arrival,30/04/2010
Sogård,2009/2010,Arrival,16/05/2010
Sogård,2009/2010,Arrival,5/01/2010
Sogård,2009/2010,Arrival,30/04/2010
Sogård,2009/2010,Arrival,25/04/2010
Sogård,2009/2010,Arrival,26/04/2010
Sogård,2009/2010,Arrival,29/04/2010
Sogård,2009/2010,Arrival,23/04/2010
Sogård,2009/2010,Arrival,21/03/2010
Sogård,2009/2010,Arrival,30/04/2010
Sogård,2009/2010,Arrival,24/03/2010
Sogård,2009/2010,Arrival,21/03/2010
Sogård,2009/2010,Arrival,22/03/2010
Sogård,2009/2010,Arrival,24/04/2010
Sogård,2009/2010,Arrival,22/03/2010
Sogård,2009/2010,Arrival,25/04/2010
Sogård,2009/2010,Arrival,24/04/2010
Sogård,2009/2010,Arrival,22/04/2010
Sogård,2009/2010,Arrival,23/04/2010
Sogård,2009/2010,Arrival,23/04/2010
Sogård,2009/2010,Arrival,17/05/2010
Sogård,2009/2010,Arrival,18/04/2010
Sogård,2009/2010,Arrival,16/04/2010
Sogård,2009/2010,Arrival,30/04/2010
Sogård,2009/2010,Arrival,18/04/2010
Sogård,2009/2010,Arrival,23/04/2010
Sogård,2009/2010,Arrival,17/04/2010
Sogård,2009/2010,Arrival,18/04/2010
Sogård,2009/2010,Arrival,23/04/2010
Sogård,2009/2010,Arrival,23/04/2010
Sogård,2009/2010,Arrival,25/04/2010
Sogård,2009/2010,Arrival,24/04/2010
Sogård,2009/2010,Arrival,27/04/2010
Sogård,2009/2010,Arrival,26/04/2010
Sogård,2009/2010,Arrival,27/04/2010
Sogård,2009/2010,Arrival,28/04/2010
Sogård,2009/2010,Arrival,23/04/2010
Sogård,2009/2010,Arrival,29/04/2010
Sogård,2009/2010,Arrival,27/04/2010
Sogård,2009/2010,Arrival,27/04/2010
Sogård,2009/2010,Arrival,23/04/2010
Sogård,2009/2010,Arrival,28/04/2010
Sogård,2009/2010,Arrival,29/04/2010
Sogård,2009/2010,Arrival,25/04/2010
Sogård,2009/2010,Arrival,28/04/2010
Sogård,2009/2010,Arrival,27/04/2010
Sogård,2009/2010,Arrival,29/04/2010
Sogård,2009/2010,Arrival,28/04/2010
Sogård,2009/2010,Arrival,28/04/2010
Sogård,2009/2010,Arrival,28/04/2010
Sogård,2009/2010,Arrival,28/04/2010
Sogård,2009/2010,Arrival,18/04/2010
Sogård,2009/2010,Arrival,23/04/2010
Sogård,2009/2010,Arrival,29/04/2010
Sogård,2009/2010,Arrival,24/04/2010
Sogård,2009/2010,Arrival,28/04/2010
Sogård,2009/2010,Arrival,28/04/2010
Sogård,2009/2010,Arrival,16/05/2010
Sogård,2009/2010,Arrival,17/05/2010
Sogård,2009/2010,Arrival,16/05/2010
Sogård,2009/2010,Arrival,17/05/2010
Sogård,2009/2010,Arrival,22/05/2010
Sogård,2009/2010,Arrival,23/05/2010
Sogård,2010/2011,Arrival,13/04/2011
Sogård,2010/2011,Arrival,2/03/2011
Sogård,2010/2011,Arrival,3/03/2011
Sogård,2010/2011,Arrival,19/04/2011
Sogård,2010/2011,Arrival,19/03/2011
Sogård,2010/2011,Arrival,20/03/2011
Sogård,2010/2011,Arrival,2/04/2011
Sogård,2010/2011,Arrival,3/04/2011
Sogård,2010/2011,Arrival,3/04/2011
Sogård,2010/2011,Arrival,4/04/2011
Sogård,2010/2011,Arrival,5/04/2011
Sogård,2010/2011,Arrival,7/04/2011
Sogård,2010/2011,Arrival,7/04/2011
Sogård,2010/2011,Arrival,10/04/2011
Sogård,2010/2011,Arrival,11/04/2011
Sogård,2010/2011,Arrival,13/04/2011
Sogård,2010/2011,Arrival,12/04/2011
Sogård,2010/2011,Arrival,12/04/2011
Sogård,2010/2011,Arrival,13/04/2011
Sogård,2010/2011,Arrival,15/04/2011
Sogård,2010/2011,Arrival,16/04/2011
Sogård,2010/2011,Arrival,16/04/2011
Sogård,2010/2011,Arrival,16/04/2011
Sogård,2010/2011,Arrival,16/04/2011
Sogård,2010/2011,Arrival,17/04/2011
Sogård,2010/2011,Arrival,15/04/2011
Sogård,2010/2011,Arrival,17/04/2011
Sogård,2010/2011,Arrival,16/04/2011
Sogård,2010/2011,Arrival,17/04/2011
Sogård,2010/2011,Arrival,18/04/2011
Sogård,2010/2011,Arrival,18/04/2011
Sogård,2010/2011,Arrival,21/04/2011
Sogård,2010/2011,Arrival,17/04/2011
Sogård,2010/2011,Arrival,18/04/2011
Sogård,2010/2011,Arrival,17/04/2011
Sogård,2010/2011,Arrival,18/04/2011
Sogård,2010/2011,Arrival,18/04/2011
Sogård,2010/2011,Arrival,19/04/2011
Sogård,2010/2011,Arrival,18/04/2011
Sogård,2010/2011,Arrival,18/04/2011
Sogård,2010/2011,Arrival,20/04/2011
Sogård,2010/2011,Arrival,19/04/2011
Sogård,2010/2011,Arrival,19/04/2011
Sogård,2010/2011,Arrival,19/04/2011
Sogård,2010/2011,Arrival,20/04/2011
Sogård,2010/2011,Arrival,20/04/2011
Sogård,2010/2011,Arrival,20/04/2011
Sogård,2010/2011,Arrival,20/04/2011
Sogård,2010/2011,Arrival,19/04/2011
Sogård,2010/2011,Arrival,20/04/2011
Sogård,2010/2011,Arrival,20/04/2011
Sogård,2010/2011,Arrival,20/04/2011
Sogård,2010/2011,Arrival,20/04/2011
Sogård,2010/2011,Arrival,20/04/2011
Sogård,2010/2011,Arrival,20/04/2011
Sogård,2010/2011,Arrival,20/04/2011
Sogård,2010/2011,Arrival,20/04/2011
Sogård,2010/2011,Arrival,22/04/2011
Sogård,2010/2011,Arrival,21/04/2011
Sogård,2010/2011,Arrival,21/04/2011
Sogård,2010/2011,Arrival,21/04/2011
Sogård,2010/2011,Arrival,24/04/2011
Sogård,2010/2011,Arrival,8/05/2011
Sogård,2010/2011,Arrival,8/05/2011
Sogård,2010/2011,Arrival,8/05/2011
Sogård,2010/2011,Arrival,9/05/2011
Sogård,2010/2011,Arrival,9/05/2011
Sogård,2010/2011,Arrival,28/05/2011
Sogård,2010/2011,Arrival,30/05/2011
Sogård,2010/2011,Arrival,30/05/2011
Sogård,2010/2011,Arrival,19/03/2011
Sogård,2010/2011,Arrival,9/04/2011
Sogård,2010/2011,Arrival,18/04/2011
Sogård,2010/2011,Arrival,3/04/2011
Sogård,2010/2011,Arrival,20/04/2011
Sogård,2010/2011,Arrival,20/04/2011
Sogård,2010/2011,Arrival,3/04/2011
Sogård,2010/2011,Arrival,11/04/2011
Sogård,2010/2011,Arrival,16/04/2011
Sogård,2010/2011,Arrival,11/04/2011
Sogård,2010/2011,Arrival,16/04/2011
Sogård,2010/2011,Arrival,20/04/2011
Sogård,2010/2011,Arrival,18/04/2011
Sogård,2010/2011,Arrival,20/04/2011
Sogård,2010/2011,Arrival,18/04/2011
Sogård,2010/2011,Arrival,30/05/2011
Sogård,2010/2011,Arrival,10/04/2011
Sogård,2011/2012,Arrival,1/03/2012
Sogård,2011/2012,Arrival,15/04/2012
Sogård,2011/2012,Arrival,17/03/2012
Sogård,2011/2012,Arrival,13/04/2012
Sogård,2011/2012,Arrival,14/04/2012
Sogård,2011/2012,Arrival,14/04/2012
Sogård,2011/2012,Arrival,15/04/2012
Sogård,2011/2012,Arrival,16/04/2012
Sogård,2011/2012,Arrival,16/04/2012
Sogård,2011/2012,Arrival,17/04/2012
Sogård,2011/2012,Arrival,17/04/2012
Sogård,2011/2012,Arrival,14/04/2012
Sogård,2011/2012,Arrival,21/04/2012
Sogård,2011/2012,Arrival,21/04/2012
Sogård,2011/2012,Arrival,24/04/2012
Sogård,2011/2012,Arrival,23/04/2012
Sogård,2011/2012,Arrival,22/04/2012
Sogård,2011/2012,Arrival,25/04/2012
Sogård,2011/2012,Arrival,24/04/2012
Sogård,2011/2012,Arrival,24/04/2012
Sogård,2011/2012,Arrival,25/04/2012
Sogård,2011/2012,Arrival,25/04/2012
Sogård,2011/2012,Arrival,25/04/2012
Sogård,2011/2012,Arrival,25/04/2012
Sogård,2011/2012,Arrival,26/04/2012
Sogård,2011/2012,Arrival,26/04/2012
Sogård,2011/2012,Arrival,26/04/2012
Sogård,2011/2012,Arrival,26/04/2012
Sogård,2011/2012,Arrival,27/04/2012
Sogård,2011/2012,Arrival,27/04/2012
Sogård,2011/2012,Arrival,27/04/2012
Sogård,2011/2012,Arrival,27/04/2012
Sogård,2011/2012,Arrival,27/04/2012
Sogård,2011/2012,Arrival,3/05/2012
Sogård,2011/2012,Arrival,25/04/2012
Sogård,2011/2012,Arrival,26/04/2012
Sogård,2011/2012,Arrival,26/04/2012
Sogård,2011/2012,Arrival,25/04/2012
Sogård,2011/2012,Arrival,25/04/2012
Sogård,2011/2012,Arrival,22/05/2012
Sogård,2011/2012,Arrival,25/04/2012
